label,text,language
ham,What you thinked about me. First time you saw me in class.,English
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",English
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,English
ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",English
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,English
ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,English
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",English
ham,"Sorry, I'll call later in meeting.",English
ham,Tell where you reached,English
ham,Yes..gauti and sehwag out of odi series.,English
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,English
ham,Ha ha ha good joke. Girls are situation seekers.,English
ham,Its a part of checking IQ,English
ham,"Sorry my roommates took forever, it ok if I come by now?",English
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,English
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",English
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",English
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",English
spam,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",English
ham,I plane to give on this month end.,English
ham,Wah lucky man... Then can save money... Hee...,English
ham,Finished class where are you.,English
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,English
ham,K..k:)where are you?how did you performed?,English
ham,U can call me now...,English
ham,I am waiting machan. Call me once you free.,English
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,English
ham,I like you peoples very much:) but am very shy pa.,English
ham,Does not operate after  &lt;#&gt;  or what,English
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,English
ham,"Sorry, I'll call later",English
ham,K. Did you call me just now ah?,English
ham,Ok i am on the way to home hi hi,English
ham,You will be in the place of that man,English
ham,Yup next stop.,English
ham,"I call you later, don't have network. If urgnt, sms me.",English
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,English
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,English
ham,I'm really not up to it still tonight babe,English
ham,"Ela kano.,il download, come wen ur free..",English
ham,Yeah do! DonÛ÷t stand to close tho- youÛ÷ll catch something!,English
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.,English
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,English
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,English
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,English
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",English
ham,Watching telugu movie..wat abt u?,English
ham,i see. When we finish we have loads of loans to pay,English
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""ham""",English
ham,Please don't text me anymore. I have nothing else to say.,English
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,English
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,English
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",English
ham,Umma my life and vava umma love you lot dear,English
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,English
ham,"Aight, I'll hit you up when I get some cash",English
ham,How would my ip address test that considering my computer isn't a minecraft server,English
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,English
ham,Dont worry. I guess he's busy.,English
ham,What is the plural of the noun research?,English
ham,Going for dinner.msg you after.,English
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,English
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,English
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",English
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",English
spam,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),English
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!,English
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,English
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,English
spam,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",English
ham,here is my new address -apples&pairs&all that malarky,English
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,English
ham,I am going to sao mu today. Will be done only at 12,English
ham,ÌÏ predict wat time Ì_'ll finish buying?,English
ham,"Good stuff, will do.",English
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",English
ham,Are you there in room.,English
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,English
ham,K..k:)how much does it cost?,English
ham,I'm home.,English
ham,"Dear, will call Tmorrow.pls accomodate.",English
ham,First answer my question.,English
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,English
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,English
ham,I only haf msn. It's yijue@hotmail.com,English
ham,He is there. You call and meet him,English
ham,No no. I will check all rooms befor activities,English
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,English
ham,Got c... I lazy to type... I forgot Ì_ in lect... I saw a pouch but like not v nice...,English
ham,"K, text me when you're on the way",English
ham,"Sir, Waiting for your mail.",English
ham,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""",English
ham,I know you are. Can you pls open the back?,English
ham,Yes see ya not on the dot,English
ham,Whats the staff name who is taking class for us?,English
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",English
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,English
ham,K..i deleted my contact that why?,English
ham,Sindu got job in birla soft ..,English
ham,The wine is flowing and i'm i have nevering..,English
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,English
ham,Ok... Ur typical reply...,English
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",English
ham,Aaooooright are you at work?,English
ham,I'm leaving my house now...,English
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",English
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,English
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,English
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,English
ham,New car and house for my parents.:)i have only new job in hand:),English
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,English
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,English
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",English
ham,I place all ur points on e cultures module already.,English
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,English
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",English
ham,Great escape. I fancy the bridge but needs her lager. See you tomo,English
ham,Yes :)it completely in out of form:)clark also utter waste.,English
ham,"Sir, I need AXIS BANK account no and bank address.",English
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...",English
ham,What time you coming down later?,English
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...",English
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",English
ham,Let me know when you've got the money so carlos can make the call,English
ham,U still going to the mall?,English
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",English
ham,Text her. If she doesnt reply let me know so i can have her log in,English
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,English
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,English
ham,Lol no. U can trust me.,English
ham,ok. I am a gentleman and will treat you with dignity and respect.,English
ham,"He will, you guys close?",English
ham,Going on nothing great.bye,English
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,English
ham,"Haha awesome, be there in a minute",English
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,English
ham,Have you got Xmas radio times. If not i will get it now,English
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,English
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,English
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,English
ham,Hi :)finally i completed the course:),English
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,English
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,English
ham,Gud mrng dear hav a nice day,English
ham,Did u got that persons story,English
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,English
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,English
ham,"Found it, ENC  &lt;#&gt; , where you at?",English
ham,I sent you  &lt;#&gt;  bucks,English
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,English
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,English
ham,Goodmorning sleeping ga.,English
ham,U call me alter at 11 ok.,English
ham,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...,English
ham,"Aight yo, dats straight dogg",English
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,English
ham,Both :) i shoot big loads so get ready!,English
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",English
ham,Home so we can always chat,English
ham,K:)k:)good:)study well.,English
ham,Yup... How Ì_ noe leh...,English
ham,Sounds great! Are you home now?,English
ham,Finally the match heading towards draw as your prediction.,English
ham,Tired. I haven't slept well the past few nights.,English
ham,Easy ah?sen got selected means its good..,English
ham,I have to take exam with march 3,English
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,English
ham,Ok no prob. Take ur time.,English
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,English
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,English
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",English
ham,Would really appreciate if you call me. Just need someone to talk to.,English
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",English
ham,Hey company elama po mudyadhu.,English
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",English
ham,Dear good morning now only i am up,English
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,English
ham,Dear we are going to our rubber place,English
ham,"Sorry battery died, yeah I'm here",English
ham,Yes:)here tv is always available in work place..,English
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,English
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,English
ham,Or ill be a little closer like at the bus stop on the same street,English
ham,Where are you?when wil you reach here?,English
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",English
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,English
ham,Tomarrow final hearing on my laptop case so i cant.,English
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,English
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",English
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",English
ham,U don't remember that old commercial?,English
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,English
ham,I asked you to call him now ok,English
ham,Kallis wont bat in 2nd innings.,English
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,English
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,English
ham,Ranjith cal drpd Deeraj and deepak 5min hold,English
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",English
ham,What you doing?how are you?,English
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",English
ham,"I'm back, lemme know when you're ready",English
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,English
ham,Mmm so yummy babe ... Nice jolt to the suzy,English
ham,Where are you lover ? I need you ...,English
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,English
ham,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,English
ham,Yup,English
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,English
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,English
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,English
ham,Why you Dint come with us.,English
ham,Same. Wana plan a trip sometme then,English
ham,"Not sure yet, still trying to get a hold of him",English
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,English
ham,The evo. I just had to download flash. Jealous?,English
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,English
ham,"Come to mu, we're sorting out our narcotics situation",English
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",English
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,English
ham,"Usf I guess, might as well take 1 car",English
ham,No objection. My bf not coming.,English
ham,Thanx...,English
ham,Tell rob to mack his gf in the theater,English
ham,"Awesome, I'll see you in a bit",English
ham,Just sent it. So what type of food do you like?,English
ham,All done? All handed in? Celebrations in full swing yet?,English
ham,You got called a tool?,English
ham,\Wen u miss someone,English
ham,Ok. I asked for money how far,English
ham,Okie...,English
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",English
ham,"K, I might come by tonight then if my class lets out early",English
ham,Ok..,English
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,English
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",English
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",English
ham,Hey you told your name to gautham ah?,English
ham,Haf u found him? I feel so stupid da v cam was working.,English
ham,Oops. 4 got that bit.,English
ham,Are you this much buzy,English
ham,I accidentally deleted the message. Resend please.,English
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,English
ham,Unless it's a situation where YOU GO GURL would be more appropriate,English
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,English
ham,I cant pick the phone right now. Pls send a message,English
ham,Need a coffee run tomo?Can't believe it's that time of week already,English
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",English
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",English
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,English
ham,He is a womdarfull actor,English
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",English
ham,Yup... From what i remb... I think should be can book...,English
ham,Jos ask if u wana meet up?,English
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,English
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",English
ham,Where are the garage keys? They aren't on the bookshelf,English
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,English
spam,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",English
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,English
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",English
ham,You made my day. Do have a great day too.,English
ham,K.k:)advance happy pongal.,English
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",English
ham,"Not really dude, have no friends i'm afraid :(",English
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,English
ham,"Coffee cake, i guess...",English
ham,"Merry Christmas to you too babe, i love ya *kisses*",English
ham,Hey... Why dont we just go watch x men and have lunch... Haha,English
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,English
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,English
ham,No problem. How are you doing?,English
ham,Hi da:)how is the todays class?,English
ham,"I'd say that's a good sign but, well, you know my track record at reading women",English
ham,"Cool, text me when you're parked",English
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,English
ham,K.k:)apo k.good movie.,English
ham,Maybe i could get book out tomo then return it immediately ..? Or something.,English
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,English
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.,English
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,English
ham,"Ta-Daaaaa! I am home babe, are you still up ?",English
ham,Cool. So how come you havent been wined and dined before?,English
ham,Just sleeping..and surfing,English
ham,U calling me right? Call my hand phone...,English
ham,Ok that's great thanx a lot.,English
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,English
ham,Where u been hiding stranger?,English
ham,Am not interested to do like that.,English
ham,My sister cleared two round in birla soft yesterday.,English
ham,Gudnite....tc...practice going on,English
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,English
ham,One small prestige problem now.,English
spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,English
ham,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,English
ham,"Nah can't help you there, I've never had an iphone",English
ham,If you're not in my car in an hour and a half I'm going apeshit,English
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",English
ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,English
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,English
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",English
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,English
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",English
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",English
ham,Ha ha cool cool chikku chikku:-):-DB-),English
ham,Oh ok no prob..,English
ham,Check audrey's status right now,English
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,English
