label,text,language
spam,URGENT: Your PNB account is BLOCKED. Verify KYC at tinyurl.com/prize1 within 24 hours,English
ham,I submitted the assignment. Can you review it when free?,English
spam,Your PAN card will be DEACTIVATED. Update immediately at bit.ly/claim99,English
spam,Sarkar yojaneysaathi 5 lakh milel. OTP share kara aata,Marathi
spam,TATKAL: Mee electricity cut avutundi. Rs 10000 pay cheyyandi: tinyurl.com/prize1,Telugu
spam,Get loan Rs 10 lakh in 10 minutes. No documents required. Apply: rb.gy/win25,English
spam,Crypto investment: 300% profit guaranteed in 15 days. Limited slots!,English
ham,"Kal subhey dekha hobe, thik ache",Bengali
ham,Doctor appointment confirm aachaa,Tamil
ham,"Naaley santhippoma, time sollunga",Tamil
spam,Apnar naame 30 lakh taka lottery! Ekhoni OTP pathaan: 7654321098,Bengali
spam,Tumchya naavavar 5 lakh chi lottery! Aadhaar ani OTP pathva: 7654321098,Marathi
spam,Police complaint mee meeda. 9876543210 lo call cheyyandi tatkal,Telugu
ham,"Veetukku eppo varuveengal, saapidu ready",Tamil
spam,TATKAL: Mee electricity cut avutundi. Rs 1500 pay cheyyandi: rb.gy/win25,Telugu
ham,Can you pick me up from the station at 6?,English
ham,"Paaus padto aahe, chhatri gheun ye",Marathi
ham,"Mazhai varuthu, kudai eduthukko",Tamil
spam,URGENT: Your SBI account is BLOCKED. Verify KYC at bit.ly/claim99 within 24 hours,English
ham,Can you share the notes from today's lecture?,English
spam,Police complaint ungal peru. 7654321098 ku call pannunga tatkal,Tamil
spam,Amazon lucky draw winner! Rs 8000 prize waiting. Share bank details now,English
spam,Police complaint mee meeda. 8765432109 lo call cheyyandi tatkal,Telugu
spam,Police complaint mee meeda. 9876543210 lo call cheyyandi tatkal,Telugu
spam,Get loan Rs 30 lakh in 10 minutes. No documents required. Apply: bit.ly/claim99,English
spam,AVASARAM: Ungal Axis account block aagidum. KYC verify pannunga: rb.gy/win25,Tamil
spam,Your Aadhaar linked mobile will be blocked. Update KYC now: tinyurl.com/prize1,English
spam,Apnar naame 5 lakh taka lottery! Ekhoni OTP pathaan: 9876543210,Bengali
spam,Apnar naame 30 lakh taka lottery! Ekhoni OTP pathaan: 9876543210,Bengali
spam,ALERT: Your electricity will be cut TODAY. Pay Rs 5000 now at rb.gy/win25,English
ham,Bhai chi gaadi khali aahe ka aaj,Marathi
ham,"Maa ka phone aaya tha, callback karna",Hindi
ham,"Yaar kal party hai tere ghar pe, kya plan hai",Hinglish
spam,AVASARAM: Ungal min connection indru tundikkappadum. Rs 8000 pay pannunga: cutt.ly/reward,Tamil
ham,"Kal savare maLiye, samay jaNaavo",Gujarati
spam,Bijli aaj katne waali hai. Abhi Rs 3500 bharein: cutt.ly/reward warna connection katega,Hindi
spam,TATKAL: Mee HDFC account band avutundi. KYC verify cheyyandi: cutt.ly/reward,Telugu
ham,The meeting has been rescheduled to Thursday at 3pm,English
spam,Tera Kotak account suspend ho gaya! Turant OTP share kar 9876543210,Hinglish
ham,Doctor no appointment confirm che ke,Gujarati
spam,Your Aadhaar linked mobile will be blocked. Update KYC now: cutt.ly/reward,English
spam,Tatkal: Aapale HDFC khate band hoil. KYC update kara: tinyurl.com/prize1,Marathi
spam,Suspicious login on your account! Verify OTP immediately or lose access,English
spam,Police complaint file zali aahe tumchya varun. 6543210987 la call kara,Marathi
spam,Congratulations! You are selected for Rs 50 lakh government scheme. Share OTP,English
ham,"Jevanayla ya sange, ready aahe",Marathi
ham,"Maa ka phone aaya tha, callback karna",Hindi
spam,Congratulations! You are selected for Rs 5 lakh government scheme. Share OTP,English
spam,Crypto investment: 300% profit guaranteed in 15 days. Limited slots!,English
spam,AVASARAM: Ungal Axis account block aagidum. KYC verify pannunga: bit.ly/claim99,Tamil
spam,Dear customer your SBI account shows unusual activity. Call 6543210987 now,English
ham,"Paaus padto aahe, chhatri gheun ye",Marathi
spam,Earn Rs 5000 per month from home! No experience needed. Join now rb.gy/win25,English
spam,Dear customer your SBI account shows unusual activity. Call 9876543210 now,English
spam,ALERT: Your electricity will be cut TODAY. Pay Rs 5000 now at tinyurl.com/prize1,English
spam,Work from home job: Rs 8000/hour data entry. Register: rb.gy/win25,English
spam,You have WON Rs 30 lakh in our lucky draw! Click bit.ly/claim99 to claim NOW,English
spam,Ungalukku 50 lakh lottery당chendrukkireer! OTP sollunga: 6543210987,Tamil
spam,Police complaint ungal peru. 8765432109 ku call pannunga tatkal,Tamil
spam,Police case registered against your Aadhaar. Call 9876543210 to resolve now,English
spam,Ghar baithe Rs 800 kamao. Koi anubhav zaroori nahi. Register: tinyurl.com/prize1,Hindi
spam,Crypto investment: 300% profit guaranteed in 10 days. Limited slots!,English
spam,Tumchya naavavar 10 lakh chi lottery! Aadhaar ani OTP pathva: 9876543210,Marathi
spam,You have WON Rs 30 lakh in our lucky draw! Click rb.gy/win25 to claim NOW,English
spam,Congratulations! You are selected for Rs 30 lakh government scheme. Share OTP,English
spam,Bijli aaj katne waali hai. Abhi Rs 1500 bharein: cutt.ly/reward warna connection katega,Hindi
spam,Ungalukku 20 lakh lottery당chendrukkireer! OTP sollunga: 6543210987,Tamil
spam,Amazon lucky draw winner! Rs 25000 prize waiting. Share bank details now,English
spam,Your PAN card will be DEACTIVATED. Update immediately at cutt.ly/reward,English
spam,Muft iPhone 15 milega pehle 50 logon ko. Abhi WhatsApp karein: 7654321098,Hindi
spam,Police complaint apnar biruddhe. 7654321098 te call korun ekhoni,Bengali
spam,Tamaara naam par 10 lakh lottery! Hame OTP moklo: 7654321098,Gujarati
spam,Badhai ho! Aapko 25 lakh ki PM yojana mein chunaa gaya hai. OTP dijiye,Hindi
ham,The project deadline has been extended by two days,English
spam,TATKAL: Tumchi vij jodhani aaj tutil. Rs 40000 bhara: cutt.ly/reward,Marathi
ham,"Dinner is ready, come home soon",English
spam,Bijli aaj katne waali hai. Abhi Rs 2000 bharein: tinyurl.com/prize1 warna connection katega,Hindi
spam,Badhai ho! Aapko 20 lakh ki PM yojana mein chunaa gaya hai. OTP dijiye,Hindi
